"id","role","phase","region","topic","question_en","question_es","answer_en","answer_es","references","ref_types"
"local-community-011","local-community","pre","la-mojana","coordination","What does the Alianza Común La Mojana actually do for me?","¿Qué hace por mí la Alianza Común La Mojana?","It is a regional umbrella of 300+ JACs that meet in Sincelejito (Majagual) and speak as one voice with UNGRD, Fondo Adaptación and the cooperación. Through the Flagship Initiative methodology with OCHA, FAO, UNICEF and World Vision they took community priorities — water, dike repair, fishing, mental health — and put them in front of the State. As a community member you can ask your JAC president to bring concrete demands and follow-up commitments back from the Alianza meetings, and ask for the actas so what is decided does not get lost.","Es una red regional de más de 300 JACs que se reúne en Sincelejito (Majagual) y habla con una sola voz frente a la UNGRD, el Fondo Adaptación y la cooperación. Por medio de la metodología Flagship con OCHA, FAO, UNICEF y World Vision lograron poner las prioridades comunitarias — agua, reparación del dique, pesca, salud mental — sobre la mesa del Estado. Como comunitario puede pedirle al presidente de la JAC que lleve demandas concretas y traiga compromisos de las reuniones de la Alianza, y pida las actas para que lo acordado no se pierda.","research/water-crisis-colombia.md|https://colombia.un.org/es/257983-lecciones-desde-la-mojana-transformaci%C3%B3n-de-la-acci%C3%B3n-humanitaria","local|cloud"
"local-community-012","local-community","pre","putumayo","indigenous-rights","What is the role of the JAA / cabildo in our flood plan as an indigenous community?","¿Qué papel tiene el JAA / cabildo en el plan de emergencia como comunidad indígena?","The cabildo and the autoridad propia are the first instance — they know which familias live in zonas de inundación, who has resguardo papers, and how to articulate with the alcaldía while keeping autonomía. In May 2025 the Murui Muina autonomous response in Puerto Leguízamo handled confinement and flood at the same time, coordinating with OCHA and the ELC Putumayo. Make sure your plan includes the conuco, sacred sites, plantas medicinales, and the lengua propia so that any albergue or aid that comes does not break the cultural fabric. Insist on consulta previa for any reconstruction.","El cabildo y la autoridad propia son la primera instancia — saben qué familias viven en zonas de inundación, quién tiene papeles del resguardo, y cómo articular con la alcaldía sin perder la autonomía. En mayo de 2025 la respuesta autónoma del pueblo Murui Muina en Puerto Leguízamo manejó al tiempo confinamiento e inundación, coordinando con OCHA y el ELC Putumayo. Asegúrese de que el plan incluya el conuco, los sitios sagrados, las plantas medicinales, y la lengua propia, para que ningún albergue o ayuda rompa el tejido cultural. Exija consulta previa para cualquier reconstrucción.","research/download-md/OCHA-Putumayo-Briefing-Departamental-2025.md|research/download-md/OCHA-SitRep-Inundaciones-Amazonia-Orinoquia-2025.md","local|local"
"local-community-013","local-community","pre","la-mojana","preparedness","Should I store water if my acueducto is at risk?","¿Debo almacenar agua si mi acueducto puede dañarse?","Yes — in La Mojana the floods of 2024 damaged 14 acueductos rurales in Sucre and Córdoba and around 49% of the population already does not have agua potable on a normal day. Store at least 5 litres per person per day for 7 days in clean garrafones, kept in shade and away from animals. If you take agua from a pozo or microacueducto, hervir or chlorinate before drinking — the floods drag in mercury from minería ilegal, sediment, and contamination from latrinas. Keep at least one large recipient sealed only for drinking water, separate from the one used for washing.","Sí — en La Mojana las inundaciones de 2024 dañaron 14 acueductos rurales en Sucre y Córdoba y cerca del 49% de la población ya no tiene agua potable en día normal. Guarde mínimo 5 litros por persona por día para 7 días en garrafones limpios, a la sombra y lejos de los animales. Si toma agua del pozo o microacueducto, hervir o clorar antes de tomar — las crecientes arrastran mercurio de la minería ilegal, sedimento y contaminación de letrinas. Tenga por lo menos un recipiente grande sellado solo para agua de tomar, aparte del de lavar.","research/download-md/ACAPS-2024-La-Mojana-Flooding.md|research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local|local"
"local-community-014","local-community","pre","generic","communications","How do I keep in touch with family if there is no signal?","¿Cómo me comunico con la familia si se cae la señal?","Agree on a punto de encuentro and a primer contacto fuera del municipio — a tía in Sincelejo, an uncle in Pasto — that everybody calls or messages first; it is often easier to reach a number outside the affected zone than locally. Carry the phone charged with a power bank, but also carry phone numbers written on paper because if the phone dies the WhatsApp contacts go with it. Local radios — emisoras comunitarias and Cruz Roja — are the backup. The IFRC's Restablecimiento de Contactos Familiares (RCF) helps reunify after the emergency.","Acuerden un punto de encuentro y un primer contacto fuera del municipio — una tía en Sincelejo, un tío en Pasto — al que todos llaman o escriben primero; muchas veces es más fácil llegar a un número fuera de la zona que localmente. Lleve el celular cargado con power bank, pero lleve también números escritos en papel porque si se daña el celular se van los contactos. Las emisoras comunitarias y Cruz Roja son el respaldo. El Restablecimiento de Contactos Familiares (RCF) de la IFRC ayuda a reunificar después de la emergencia.","research/humanitarian-aid-colombia/humanitarian-aid-context.md","local"
"local-community-015","local-community","pre","la-mojana","livelihoods","What do I do with the boat, the atarraya and the fishing tools?","¿Qué hago con la canoa, la atarraya y los aparejos de pesca?","Pull the canoa onto a tierra alta and amarre it well — in 2024 many were lost when the corriente from a dike rupture is much stronger than a normal creciente. Pack atarrayas, mallas, anzuelos, el motor fuera de borda and any equipment you can move into a safe house at higher elevation. La pesca artesanal is one of the three pillars of the Mojana economy and after the flood AUNAP can replace tools through the Fondo de Apoyo Agropecuario, but only if you are registered as pescador in the alcaldía and report the loss with photos.","Saque la canoa para tierra alta y amárrela bien — en 2024 se perdieron muchas porque la corriente de la ruptura de un dique es mucho más fuerte que una creciente normal. Guarde atarrayas, mallas, anzuelos, el motor fuera de borda y todo lo que pueda mover a una casa segura en parte alta. La pesca artesanal es uno de los tres pilares de la economía de La Mojana y después de la inundación AUNAP puede reponer herramientas por el Fondo de Apoyo Agropecuario, pero solo si está registrado como pescador en la alcaldía y reporta la pérdida con fotos.","research/download-md/ACAPS-2024-La-Mojana-Flooding.md","local"
"local-community-016","local-community","pre","putumayo","livelihoods","How do I protect crops of cacao, plátano and pancoger from flooding?","¿Cómo protejo cultivos de cacao, plátano y pancoger frente a la inundación?","Harvest early what you can — plátano in particular, even if not fully ripe — and store it dry. For cacao open the desagües so water does not stand around the trees because saturated soil over many days kills them. Move semillas, herramientas and the secadora to the highest part of the finca. In 2025 Putumayo lost about 3,000 hectáreas de cultivos and Caquetá and Guaviare lost yuca, plátano, maíz, cacao y conucos indígenas — register the parcela in the alcaldía now so when FAO and the Fondo de Apoyo Agropecuario hand out semillas you are on the list.","Coseche temprano lo que pueda — el plátano sobre todo, aunque no esté de punto — y guárdelo seco. Para el cacao abra los desagües para que el agua no se quede alrededor de los árboles porque suelo saturado por días los mata. Suba semillas, herramientas y la secadora a la parte más alta de la finca. En 2025 Putumayo perdió unas 3.000 hectáreas y Caquetá y Guaviare perdieron yuca, plátano, maíz, cacao y conucos indígenas — registre la parcela en la alcaldía desde ya para que cuando FAO y el Fondo de Apoyo Agropecuario repartan semillas usted esté en la lista.","research/download-md/OCHA-SitRep-Inundaciones-Amazonia-Orinoquia-2025.md","local"
"local-community-017","local-community","pre","generic","communications","Who do I call when the emergency is starting?","¿A quién llamo cuando empieza la emergencia?","First the JAC president — they activate the comunidad. Then the alcaldía's línea de gestión del riesgo or the CMGRD; if you do not know it, dial 123 and they route to Defensa Civil, Bomberos or Cruz Roja. For health emergencies dial 125. If your loved one is missing call the Cruz Roja Restablecimiento de Contactos Familiares. Save these numbers in your phone now, write them on a piece of paper inside the emergency bag, and share them in the family WhatsApp group so any adult can act.","Primero al presidente o presidenta de la JAC — ellos activan la comunidad. Después la línea de gestión del riesgo de la alcaldía o el CMGRD; si no la conoce marque 123 y lo pasan a Defensa Civil, Bomberos o Cruz Roja. Para emergencia de salud el 125. Si hay un familiar desaparecido llame al Restablecimiento de Contactos Familiares de la Cruz Roja. Guarde esos números en el celular desde ya, anótelos en un papel dentro de la mochila de emergencia y compártalos en el grupo de WhatsApp para que cualquier adulto pueda actuar.","research/humanitarian-aid-colombia/humanitarian-aid-context.md","local"
"local-community-018","local-community","pre","la-mojana","food-security","Should I stockpile food before the rainy season?","¿Debo guardar comida antes de la temporada de lluvias?","Yes, but smart. Buy non-perishables that survive humidity — arroz, panela, atún, lentejas, leche en polvo, sal — and store them in plastic boxes off the floor. La Mojana floods can last months, and in 2024 communities ran through their reservas de arroz y maíz quickly and had to sell ganado at very low prices. Plant the huerta casera early in places that won't flood, and freeze meat or salt fish if the corriente eléctrica is reliable. Do not buy more than you can keep dry; mold ruins food fast.","Sí, pero con cabeza. Compre lo que aguanta la humedad — arroz, panela, atún, lentejas, leche en polvo, sal — y guárdelo en cajas plásticas levantadas del piso. Las inundaciones de La Mojana pueden durar meses, y en 2024 las comunidades acabaron rápido las reservas de arroz y maíz y tocó vender ganado a precios muy bajos. Siembre la huerta casera temprano en sitios que no se inunden, y congele o sale el pescado si la luz aguanta. No compre más de lo que puede mantener seco; el moho daña la comida rápido.","research/download-md/ACAPS-2024-La-Mojana-Flooding.md","local"
"local-community-019","local-community","pre","putumayo","preparedness","If I live by the Río Putumayo, when is it time to leave the rancho?","Si vivo a la orilla del Río Putumayo, ¿cuándo es hora de dejar el rancho?","Leave when the river is rising fast and reaches your reference mark on the patio — every ribereño family should have one — and definitely when IDEAM reports the river over 11 m at Puerto Asís or Corpoamazonia raises alerta roja. The river rose so fast in July 2025 that it forced 6,068 families out and there are not enough albergues except in Puerto Asís. Don't wait until the canoa is the only way out at night, because navigation gets dangerous when palos and animals are floating downstream.","Salga cuando el río suba rápido y alcance la marca de referencia en el patio — toda familia ribereña debería tener una — y obligadamente cuando el IDEAM reporte el río por encima de 11 m en Puerto Asís o Corpoamazonia suba a alerta roja. El río subió tan rápido en julio de 2025 que sacó a 6.068 familias y no hay albergues suficientes salvo en Puerto Asís. No espere a que la canoa sea la única salida ya de noche, porque navegar se vuelve peligroso cuando bajan palos y animales.","research/download-md/OCHA-SitRep-Inundaciones-Amazonia-Orinoquia-2025.md","local"
"local-community-020","local-community","pre","generic","child-protection","How do I prepare the children so they are not frightened or lost?","¿Cómo preparo a los niños para que no se asusten o se pierdan?","Talk with them now, in a calm tone, about what could happen and what each one will do — no surprises in the middle of the night. Write the name, edad, parents' phones, EPS and any allergy on a tag or directly on a piece of cloth sewn inside their backpack so if you get separated someone can identify them. Practice the route to the punto de encuentro at least once. Keep a small toy or blanket as part of their bag — children regulate emotion through familiar objects and the trauma is real, especially after weeks in albergues.","Hable con ellos desde ya, con calma, de lo que puede pasar y qué hace cada uno — nada de sorpresas a medianoche. Escriba el nombre, edad, teléfonos de los papás, la EPS y cualquier alergia en una placa o cosa cosida dentro de la maleta para que si se separan alguien los pueda identificar. Practiquen la ruta al punto de encuentro por lo menos una vez. Métale un juguete o cobija a la mochila de él — los niños regulan emociones con objetos conocidos y el trauma es real, sobre todo si tocan semanas en albergue.","research/download-md/ACAPS-2024-La-Mojana-Flooding.md|research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local|local"
"local-community-021","local-community","pre","generic","mental-health","How do I help the family handle the stress before the flood arrives?","¿Cómo ayudo a la familia a manejar el estrés antes de que llegue la inundación?","Name what is happening — anxiety before a flood is normal — and avoid hiding it from the kids; they pick up on it anyway. Keep routines as long as possible: meals at the same time, school, prayers if your family does that. Limit the time on social media looking at videos of broken dikes because they feed panic. CMGRDs in La Mojana already report ansiedad, depresión and even ideación suicida in chronically flooded communities, so if someone in the house cannot sleep or stops eating, ask the EPS or the centro de salud about apoyo psicosocial before the emergency, not after.","Póngale nombre — la ansiedad antes de una inundación es normal — y no se lo esconda a los niños; igual la sienten. Mantenga rutinas hasta donde se pueda: comer a la misma hora, ir al colegio, rezar si en la casa rezan. Bájele al tiempo en redes mirando videos de diques rotos porque alimentan el pánico. En La Mojana los CMGRD ya reportan ansiedad, depresión e incluso ideación suicida en comunidades inundadas crónicamente, así que si alguien en la casa no duerme o deja de comer, pida apoyo psicosocial en la EPS o el centro de salud antes de la emergencia, no después.","research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local"
"local-community-022","local-community","pre","la-mojana","health","What can I do now to prevent dengue when the flood comes?","¿Qué puedo hacer desde ya para prevenir el dengue cuando llegue la inundación?","Eliminate criaderos around the house: empty tarros, llantas, baldes, floreros, and clean canaletas; the Aedes aegypti breeds in clean stagnant water more than dirty. After the flood the criaderos multiply because everything ponds, and Sucre had 3,000 cases in mid-2023 while Bolívar reported 2,165 between April and May 2024 around La Mojana. Get toldillos impregnados for sleeping and wear long sleeves at dusk; ask the centro de salud about jornadas de fumigación and the schedule for vacunación. Children get hit hardest because their immune systems are still developing.","Elimine criaderos alrededor de la casa: vacíe tarros, llantas, baldes, floreros y limpie canaletas; el Aedes aegypti cría más en agua limpia parada que en sucia. Después de la inundación los criaderos se multiplican porque todo se empoza, y Sucre tuvo 3.000 casos a mediados de 2023 y Bolívar reportó 2.165 entre abril y mayo de 2024 alrededor de La Mojana. Consiga toldillos impregnados para dormir y use manga larga al atardecer; pregunte en el centro de salud por las jornadas de fumigación y el calendario de vacunación. Los niños pegan más duro porque tienen el sistema inmune en desarrollo.","research/download-md/ACAPS-2024-La-Mojana-Flooding.md","local"
"local-community-023","local-community","pre","putumayo","armed-conflict-overlap","What do I do if there is a paro armado at the same time as the flood is coming?","¿Qué hago si hay paro armado al mismo tiempo que viene la inundación?","Two emergencies at once is the reality of Bajo Putumayo — EMC factions ('Iván Mordisco', frente Raúl Reyes) and Comandos de la Frontera have caused confinamientos that overlap with floods, and in Puerto Leguízamo the Murui Muina lived this in 2025. Stay in contact with the cabildo or JAC, which knows informal humanitarian corridors; if you must move, do not go in the dark and avoid disputed routes. CICR, Defensoría and ACNUR can sometimes negotiate access, so report the situation to OCHA Putumayo or the ELC through your líder. Do not negotiate alone with armed actors.","Dos emergencias al tiempo es la realidad del Bajo Putumayo — facciones del EMC ('Iván Mordisco', frente Raúl Reyes) y los Comandos de la Frontera han causado confinamientos que se cruzan con inundaciones, y en Puerto Leguízamo los Murui Muina vivieron esto en 2025. Manténgase en contacto con el cabildo o la JAC, que conoce los corredores humanitarios informales; si toca moverse no lo haga de noche y evite rutas en disputa. CICR, Defensoría y ACNUR pueden a veces negociar acceso, así que reporte la situación a OCHA Putumayo o al ELC por medio del líder. No negocie solo con actores armados.","research/download-md/OCHA-Putumayo-Briefing-Departamental-2025.md|research/download-md/OCHA-SitRep-Inundaciones-Amazonia-Orinoquia-2025.md","local|local"
"local-community-024","local-community","pre","la-mojana","armed-conflict-overlap","Should I worry about AGC or ELN during a Mojana flood?","¿Tengo que preocuparme por las AGC o el ELN durante una inundación en La Mojana?","Yes, the Defensoría reported in February 2024 that AGC have full control over some Mojana municipalities like San Jacinto del Cauca, and they extort dike contractors which is part of why repairs are slow. Do not get caught in disputes, do not denounce locally, and route protection concerns through the Defensoría del Pueblo or CICR. If your community is being pressured for security cuotas or there is reclutamiento attempts on adolescents, report through the Defensoría's Sistema de Alertas Tempranas. The flood does not stop the conflict — keep both risks in mind.","Sí, la Defensoría reportó en febrero de 2024 que las AGC tienen control total de varios municipios de La Mojana como San Jacinto del Cauca, y extorsionan a los contratistas del dique que es parte de por qué la reparación va lenta. No se meta en disputas, no denuncie localmente, y canalice los temas de protección por la Defensoría del Pueblo o el CICR. Si están presionando a la comunidad por cuotas de seguridad o hay intentos de reclutamiento de adolescentes, repórtelo por el Sistema de Alertas Tempranas de la Defensoría. La inundación no detiene el conflicto — tenga los dos riesgos presentes.","research/download-md/ACAPS-2024-La-Mojana-Flooding.md","local"
"local-community-025","local-community","event","la-mojana","evacuation","The dike just broke — what do I do in the first hour?","Acaba de romper el dique — ¿qué hago en la primera hora?","Grab the emergency bag, the documents, the kids, the elders and the medicines and move to tierra alta — camellones, the school, the church, the cancha. Do NOT cross flowing water on foot or motorcycle even if it looks shallow; in 2024 766 houses had been destroyed by 16 May and people who waited got trapped. Tell a neighbour where you are going so the JAC can register you and tell the rest of the family by WhatsApp. The water in La Mojana arrives by sheets and rises slowly compared to a flash flood, so a calm but immediate move is what saves lives, not panic.","Coja la mochila de emergencia, los documentos, los pelados, los mayores y los medicamentos y muévase a tierra alta — camellones, la escuela, la iglesia, la cancha. NO atraviese agua corriente a pie ni en moto aunque parezca poquita; en 2024 ya iban 766 casas destruidas para el 16 de mayo y los que esperaron quedaron atrapados. Avísele a un vecino para dónde va para que la JAC lo registre y mande WhatsApp al resto de la familia. El agua en La Mojana llega en sábanas y sube lento comparada con una avenida torrencial, así que lo que salva es moverse calmado pero ya, no el pánico.","research/download-md/ACAPS-2024-La-Mojana-Flooding.md|research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local|local"
