"id","role","phase","region","topic","question_en","question_es","answer_en","answer_es","references","ref_types"
"local-authority-011","local-authority","pre","la-mojana","sat","How do we strengthen our community SAT, like the Nueva Esperanza system in Guaranda?","¿Cómo fortalecemos nuestro SAT comunitario, como el sistema de Nueva Esperanza en Guaranda?","OCHA highlights Guaranda's SAT de Nueva Esperanza as good practice: it issues constant reports based on community observation and feeds the CMGRD in real time, anticipating deterioration. Replicate by training líderes comunitarios in measuring escalas in canos, registering filtraciones, and using WhatsApp groups linked to JAC and CMGRD. Cross-reference with IDEAM's BAH and Corpomojana alerts for the río San Jorge. Recognise community-identified hazards in the official maps (water-source mercury contamination, agricultural pests during dry season) so they enter PMGRD and inform interventions.","OCHA destaca como buena práctica el SAT de Nueva Esperanza en Guaranda: emite reportes constantes con observación comunitaria y alimenta al CMGRD en tiempo real anticipando deterioros. Replique capacitando líderes comunitarios en medición de escalas en caños, registro de filtraciones y uso de grupos de WhatsApp vinculados a JAC y CMGRD. Cruce con el BAH del IDEAM y las alertas de Corpomojana para el río San Jorge. Reconozca en los mapas oficiales las amenazas identificadas por las comunidades (contaminación por mercurio de fuentes, plagas agrícolas en seca) para que entren al PMGRD e informen las intervenciones.","research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local"
"local-authority-012","local-authority","pre","putumayo","armed-conflict-overlap","How do I coordinate preparedness with the Fuerza Pública in Bajo Putumayo where GANE operate?","¿Cómo coordino la preparación con la Fuerza Pública en Bajo Putumayo donde operan GANE?","In Puerto Asís, Puerto Guzmán, Valle del Guamuez, San Miguel and Puerto Leguízamo, the alcalde must establish coordinación civil-militar through the Comité Territorial de Orden Público but separate it firmly from humanitarian coordination to preserve principles of humanity, neutrality and impartiality. Use the Defensoría's Alertas Tempranas as inputs. Confirm safe corridors with EMC factions (Carolina Ramírez, Raúl Reyes) and Comandos de la Frontera via the Mecanismo de Diálogo or via CICR/MAPP-OEA before any humanitarian deployment. Never use the Fuerza Pública to deliver humanitarian aid; that compromises access and endangers staff.","En Puerto Asís, Puerto Guzmán, Valle del Guamuez, San Miguel y Puerto Leguízamo, el alcalde debe establecer coordinación civil-militar por el Comité Territorial de Orden Público pero separada firmemente de la coordinación humanitaria para preservar humanidad, neutralidad e imparcialidad. Use las Alertas Tempranas de la Defensoría como insumo. Confirme corredores seguros con facciones del EMC (Carolina Ramírez, Raúl Reyes) y Comandos de la Frontera vía Mecanismo de Diálogo o por CICR/MAPP-OEA antes de cualquier despliegue humanitario. Nunca use la Fuerza Pública para entregar ayuda humanitaria; compromete el acceso y pone en riesgo al personal.","research/download-md/OCHA-Putumayo-Briefing-Departamental-2025.md","local"
"local-authority-013","local-authority","pre","generic","enso-forecast","How do I read IDEAM's monthly ERFEN bulletin to drive municipal preparedness?","¿Cómo leo el comunicado ERFEN mensual del IDEAM para orientar la preparación municipal?","ERFEN (Estudio Regional del Fenómeno El Niño) is the joint IDEAM-DIMAR-INVEMAR-SGC monthly bulletin assessing ENSO state. As alcalde, treat 'condiciones de La Niña con probabilidad superior al 60%' as your trigger to convene the CMGRD, pre-position kits, audit albergues and brief sectoriales. For El Niño phases, activate Plan Nacional de Gestión ante el Fenómeno El Niño actions: water rationing plans, fire preparedness, agricultural advisories with FAO/UMATA. UNGRD Circulares (e.g., Circular 028 de 2026 ahead of possible El Niño 2026) translate ERFEN into operational tasks at the municipal level.","El ERFEN (Estudio Regional del Fenómeno El Niño) es el boletín mensual conjunto IDEAM-DIMAR-INVEMAR-SGC que evalúa el estado del ENSO. Como alcalde, trate 'condiciones de La Niña con probabilidad superior al 60%' como detonante para convocar el CMGRD, preposicionar kits, auditar albergues y instruir a las sectoriales. Para fases El Niño, active el Plan Nacional de Gestión ante el Fenómeno El Niño: planes de racionamiento de agua, preparación contra incendios, asesoría agropecuaria con FAO/UMATA. Las circulares de UNGRD (por ejemplo Circular 028 de 2026 ante posible El Niño 2026) traducen ERFEN a tareas operativas municipales.","research/download-md/UNGRD-Plan-Nacional-El-Nino.md|research/water-crisis-colombia.md","local|local"
"local-authority-014","local-authority","pre","la-mojana","wetland-management","Should I, as alcalde in La Mojana, support grey infrastructure or wetland restoration?","¿Como alcalde en La Mojana, debo apoyar infraestructura gris o restauración de humedales?","IISD's SAVi modeling concludes wetland restoration outperforms grey infrastructure for flood mitigation in La Mojana over the long term. OCHA warns that isolated unilateral municipal works can disrupt regional hydrological balance and harm neighbouring communities. Coordinate with UNGRD's Plan Mojana, Fondo Adaptación, Corpomojana and CVS so any jarillón or canal aligns with the broader subregional plan, including the ampliación del Canal de La Esperanza that diverts ~60% of Río Cauca flow. Push for the proposed equipo subregional de gestión del riesgo de La Mojana to ensure decisions span the 11 affected municipalities, not just yours.","La modelación SAVi de IISD concluye que la restauración de humedales supera a la infraestructura gris en mitigación de inundaciones en La Mojana en el largo plazo. OCHA advierte que obras municipales unilaterales pueden alterar el equilibrio hidrológico regional y afectar comunidades vecinas. Coordine con el Plan Mojana de UNGRD, el Fondo Adaptación, Corpomojana y la CVS para que cualquier jarillón o canal se alinee con el plan subregional, incluyendo la ampliación del Canal de La Esperanza que desvía ~60% del caudal del Cauca. Impulse el equipo subregional de gestión del riesgo de La Mojana propuesto, para que las decisiones cubran los 11 municipios afectados, no solo el suyo.","research/download-md/IISD-Restoring-Wetlands-La-Mojana.md|research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local|local"
"local-authority-015","local-authority","pre","generic","data-information","How do I keep my municipal damnificados register clean before an event so it works during the event?","¿Cómo mantengo limpio el registro municipal de damnificados antes del evento para que funcione durante?","Establish before the rainy season the cruce de información mechanism between the censo de afectación, the JAC rosters and the Sisbén/RUV/RUV. OCHA highlights this as good practice in Guaranda: cross-checking with JACs avoids duplicates, gives more precise family-level counts and reduces costs of humanitarian aid. Define data protection protocols compatible with Ley 1581/2012 and the Habeas Data principles, particularly for indigenous communities, persons in displacement or migrants, who require additional confidentiality. Train enumeradores on the RUNDA-style census format used by UNGRD before they are needed.","Establezca antes de la temporada de lluvias el mecanismo de cruce entre el censo de afectación, los rosters de JAC y el Sisbén/RUV. OCHA destaca esta buena práctica en Guaranda: el cruce con las JAC evita duplicidades, da cifras familiares más precisas y reduce costos de ayuda humanitaria. Defina protocolos de protección de datos según la Ley 1581 de 2012 y los principios de habeas data, especialmente para comunidades indígenas, personas en desplazamiento o migrantes, que requieren confidencialidad adicional. Capacite a los enumeradores en el formato de censo tipo RUNDA usado por UNGRD antes de necesitarlo.","research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local"
"local-authority-016","local-authority","pre","putumayo","indigenous-rights","How do we, as Gobernación del Putumayo, coordinate preparedness with 15 indigenous peoples and 73 resguardos?","¿Cómo coordinamos, como Gobernación del Putumayo, la preparación con 15 pueblos indígenas y 73 resguardos?","Convene the espacio de coordinación con autoridades indígenas (cabildos, AATIs) before the rainy season to align planes de salvaguarda, autonomous SATs and humanitarian access protocols, recognising that Murui Muina, Inga, Kamëntsá, Siona, Kofán, Embera, Awá, Koreguaje, Huitoto peoples each have distinct governance. Apply consulta previa where works, reubicación or major operations affect resguardos. Recognise autonomous indigenous response (e.g., Murui Muina in Puerto Leguízamo confined community 2025) as a valid first responder; the Gobernación complements, does not replace. Ensure censos disaggregate by pueblo and language so kits include culturally appropriate food and information.","Convoque el espacio de coordinación con autoridades indígenas (cabildos, AATIs) antes de la temporada de lluvias para alinear planes de salvaguarda, SATs autónomos y protocolos de acceso humanitario, reconociendo que Murui Muina, Inga, Kamëntsá, Siona, Kofán, Embera, Awá, Koreguaje y Huitoto tienen gobiernos propios distintos. Aplique consulta previa cuando obras, reubicación o operaciones mayores afecten resguardos. Reconozca la respuesta indígena autónoma (p. ej., Murui Muina confinada en Puerto Leguízamo 2025) como primera respondiente válida; la Gobernación complementa, no reemplaza. Asegure que los censos se desagreguen por pueblo y lengua para que los kits lleven alimento e información culturalmente pertinentes.","research/download-md/OCHA-Putumayo-Briefing-Departamental-2025.md|research/download-md/OCHA-SitRep-Inundaciones-Amazonia-Orinoquia-2025.md","local|local"
"local-authority-017","local-authority","pre","generic","coordination","When should I escalate from CMGRD to CDGRD departmental and to UNGRD national?","¿Cuándo escalo del CMGRD al CDGRD departamental y a la UNGRD nacional?","Ley 1523/2012 establishes the principles of concurrencia, complementariedad y subsidiariedad. Escalate to the CDGRD when (a) the event exceeds municipal response capacity, (b) it affects multiple municipalities, or (c) requires technical or logistical capabilities the municipality lacks. Escalate to UNGRD when the departamento itself cannot respond, when the event triggers a declaratoria nacional (as Decreto 2113/2022 did for the 2021-2023 La Niña), or when humanitarian needs exceed national civil capacities and Fuerzas Militares support is required. The escalation must be formal: oficio motivado with EDAN preliminar, censo, request of specific support, and copy to the entidad de control.","La Ley 1523 de 2012 fija los principios de concurrencia, complementariedad y subsidiariedad. Escale al CDGRD cuando (a) el evento supere la capacidad municipal de respuesta, (b) afecte varios municipios o (c) requiera capacidades técnicas o logísticas que el municipio no tiene. Escale a la UNGRD cuando el departamento mismo no pueda responder, cuando el evento active una declaratoria nacional (como el Decreto 2113 de 2022 para La Niña 2021-2023) o cuando las necesidades humanitarias superen las capacidades civiles nacionales y se requiera apoyo de las FFMM. La escalada debe ser formal: oficio motivado con EDAN preliminar, censo, solicitud específica de apoyo y copia al ente de control.","research/download-md/UNGRD-Evaluacion-La-Nina-2021-2023.md","local"
"local-authority-018","local-authority","pre","generic","contingency","How is a Plan Municipal de Contingencia different from the PMGRD and when do I activate it?","¿En qué se diferencia un Plan Municipal de Contingencia del PMGRD y cuándo lo activo?","The PMGRD is the strategic instrument under Ley 1523/2012 covering knowledge, reduction and disaster management at the territorial level over 4 years. The Plan de Contingencia is event-specific (inundación lenta, avenida torrencial, deslizamiento, El Niño, La Niña) and operationalises actors, resources, communications, evacuation routes, albergues and PMU activation for that scenario. Activate it the moment the trigger is met (alerta naranja IDEAM, filtración de jarillón, quebrada al borde, etc.). Update it annually before each rainy season and brief all CMGRD members and organismos de socorro on their roles.","El PMGRD es el instrumento estratégico bajo la Ley 1523 de 2012 que cubre conocimiento, reducción y manejo de desastres a 4 años. El Plan de Contingencia es específico por evento (inundación lenta, avenida torrencial, deslizamiento, El Niño, La Niña) y operativiza actores, recursos, comunicaciones, rutas de evacuación, albergues y activación del PMU para ese escenario. Actívelo apenas se cumpla el detonante (alerta naranja IDEAM, filtración de jarillón, quebrada al borde, etc.). Actualícelo anualmente antes de cada temporada de lluvias y socialice con todos los miembros del CMGRD y los organismos de socorro sus roles.","research/download-md/UNGRD-Plan-Nacional-El-Nino.md","local"
"local-authority-019","local-authority","pre","generic","health","How do I, as Secretaría de Salud, prepare for waterborne disease outbreaks before the event?","¿Cómo me preparo, como Secretaría de Salud, ante brotes por enfermedades transmitidas por agua antes del evento?","Activate the Plan de Contingencia en Salud and brief IPS de primer nivel and ESEs on the expected casemix: EDA, IRA, dermatosis, leptospirosis, dengue, malaria, infecciones ginecológicas. Stock SRO, antibiotics, antifungal cream, repellents and chlorination supplies. Reinforce SIVIGILA notification with weekly review by the equipo de epidemiología, with INS and OPS technical guidance. Coordinate vacunación de emergencia (toxoide tetánico, hepatitis A) with PAI. In La Mojana, OCHA documented dermatosis and ginecological infections from prolonged contact with contaminated water; in Putumayo, dengue and intento de suicidio peaks in epidemiological weeks 16 and 36 of 2025.","Active el Plan de Contingencia en Salud y oriente a las IPS de primer nivel y ESEs sobre la casuística esperada: EDA, IRA, dermatosis, leptospirosis, dengue, malaria, infecciones ginecológicas. Almacene SRO, antibióticos, crema antimicótica, repelentes e insumos de cloración. Refuerce la notificación SIVIGILA con revisión semanal del equipo de epidemiología, bajo guía técnica del INS y OPS. Coordine vacunación de emergencia (toxoide tetánico, hepatitis A) con el PAI. En La Mojana, OCHA documentó dermatosis e infecciones ginecológicas por contacto prolongado con agua contaminada; en Putumayo, dengue e intento de suicidio con picos en semanas epidemiológicas 16 y 36 de 2025.","research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md|research/download-md/OCHA-Putumayo-Briefing-Departamental-2025.md","local|local"
"local-authority-020","local-authority","pre","generic","cluster-activation","How do I, as alcalde, articulate with the ELC and humanitarian clusters before the emergency hits?","¿Cómo me articulo, como alcalde, con el ELC y los clústeres humanitarios antes de la emergencia?","Before the rainy season, request a sesión de articulación with the ELC departamental (Córdoba for La Mojana, Putumayo for Mocoa region) coordinated by OCHA. Share PMGRD, scenarios, capacity inventory and gaps. Map cluster leads (WASH, Salud, SAN, Protección, Albergue, EeE, Recuperación Temprana, Coordinación) so during the emergency you know who to call for what. Sign a memorando de entendimiento on data-sharing, beneficiary registration, complaints mechanisms and respect for principios humanitarios. Include UMAIC (OCHA's information unit) so situational mapping is shared in real time.","Antes de la temporada de lluvias, solicite una sesión de articulación con el ELC departamental (Córdoba para La Mojana, Putumayo para la región de Mocoa) coordinada por OCHA. Comparta PMGRD, escenarios, inventario de capacidades y brechas. Mapee líderes de clúster (WASH, Salud, SAN, Protección, Albergue, EeE, Recuperación Temprana, Coordinación) para que durante la emergencia sepa a quién llamar para qué. Firme un memorando de entendimiento sobre intercambio de datos, registro de beneficiarios, mecanismos de quejas y respeto a los principios humanitarios. Incluya a UMAIC (unidad de información de OCHA) para que el mapeo situacional se comparta en tiempo real.","research/download-md/OCHA-Putumayo-Briefing-Departamental-2025.md|research/humanitarian-aid-colombia/humanitarian-aid-context.md","local|local"
