"id","role","phase","region","topic","question_en","question_es","answer_en","answer_es","references","ref_types"
"first-respondants-011","first-respondants","pre","la-mojana","logistics","Where are the natural staging points for a La Mojana operation?","¿Cuáles son los puntos naturales de concentración para una operación en La Mojana?","Use the cabeceras that stay dry: San Marcos (Sucre) and Magangué (Bolívar) as upstream logistics hubs, then forward operating bases at Sincelejito (Majagual), Alto San Matías (Guaranda) — already a community receiving displaced people from Humo Candelaria — and Ayapel cabecera. Sucre cabecera and Caimito cabecera are mid-tier nodes. Avoid placing main bodega in San Benito Abad cabecera because in 2024 ~29% of the municipality flooded including parts of the urbano. Coordinate with the alcaldía to use schools and coliseos as staging.","Usa cabeceras que se mantienen secas: San Marcos (Sucre) y Magangué (Bolívar) como hubs logísticos aguas arriba, luego bases operativas avanzadas en Sincelejito (Majagual), Alto San Matías (Guaranda) — ya una comunidad de acogida de desplazados de Humo Candelaria — y cabecera de Ayapel. Sucre cabecera y Caimito cabecera son nodos intermedios. Evita ubicar la bodega principal en cabecera de San Benito Abad porque en 2024 se inundó cerca del 29% del municipio incluyendo partes del urbano. Coordina con la alcaldía para usar colegios y coliseos como áreas de concentración.","research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md|research/flood-tagging-and-reference-points.md","local|local"
"first-respondants-012","first-respondants","pre","generic","fuel-logistics","How do I plan fuel logistics for a sustained flood operation?","¿Cómo planifico la logística de combustible para una operación de inundación prolongada?","Calculate based on real consumption: a 40 HP outboard burns ~12 L/h at cruise; a 4x4 truck pulling boat trailer ~3 km/L; a generator at base camp ~2 L/h. For a 30-day La Mojana operation with 6 boats running 6 h/day, you need ~12,960 L of gasoline plus 1:50 mixing oil. Pre-position drums at protected points, secure them against theft (armed-actor risk in Bajo Putumayo and parts of La Mojana), and coordinate with Ejército fuel supply chains as backup. Always carry portable fuel tanks separate from the boat to allow refueling on water.","Calcula con base en consumo real: un fuera de borda 40 HP quema ~12 L/h en crucero; una camioneta 4x4 con remolque ~3 km/L; un generador en base ~2 L/h. Para una operación de 30 días en La Mojana con 6 lanchas operando 6 h/día, necesitas ~12.960 L de gasolina más aceite de mezcla 1:50. Preposiciona canecas en puntos protegidos, asegúralas contra robo (riesgo por actores armados en Bajo Putumayo y partes de La Mojana), y coordina con cadenas de combustible del Ejército como respaldo. Siempre carga tanques portátiles separados de la lancha para permitir reabastecimiento sobre el agua.","",""
"first-respondants-013","first-respondants","pre","putumayo","civil-military","How do I coordinate with the Fuerza Pública while preserving humanitarian principles?","¿Cómo coordino con la Fuerza Pública preservando principios humanitarios?","In Putumayo with EMC factions and Comandos de la Frontera operating, civil-military coordination is delicate. Use the OCHA civil-military coordination guidelines: military assets last resort, request through CMGRD/PMU not directly, separate uniformed identification of humanitarian responders (Cruz Roja distinctive emblem), avoid joint convoys when possible, and never share community-level information that could compromise civilian safety. Coordinate with Brigada 27 Selva and Armada Río Putumayo for transport and security but keep humanitarian distribution under CRC/Defensa Civil identification.","En Putumayo con facciones EMC y Comandos de la Frontera operando, la coordinación civil-militar es delicada. Usa los lineamientos de coordinación civil-militar de OCHA: activos militares como último recurso, solicitud vía CMGRD/PMU no directa, identificación uniformada separada de los responidentes humanitarios (emblema distintivo de Cruz Roja), evita convoyes conjuntos cuando sea posible, y nunca compartas información a nivel comunitario que pueda comprometer la seguridad civil. Coordina con Brigada 27 Selva y Armada Río Putumayo para transporte y seguridad pero mantén distribución humanitaria bajo identificación CRC/Defensa Civil.","research/download-md/OCHA-Putumayo-Briefing-Departamental-2025.md","local"
"first-respondants-014","first-respondants","pre","generic","drones","When and how do I use drones in the preparedness phase?","¿Cuándo y cómo uso drones en la fase de preparación?","Use drones (DJI Mavic 3 or equivalent) to map puntos críticos before the rainy season: dike segments at risk in La Mojana, quebrada confluences in Mocoa, ribereñas communities along Río Putumayo. Build a baseline orthomosaic of each priority polygon and store georeferenced. During alerta naranja, fly daily passes to detect new filtraciones, riverbank erosion, debris accumulation. Register operations with Aerocivil under RAC 91 and notify Fuerza Aérea if operating near military airspace. Drones don't fly in heavy rain or strong wind — plan for cloud cover.","Usa drones (DJI Mavic 3 o equivalente) para mapear puntos críticos antes de la temporada invernal: segmentos de dique en riesgo en La Mojana, confluencias de quebradas en Mocoa, comunidades ribereñas a lo largo del Río Putumayo. Construye un ortomosaico base de cada polígono prioritario y almacena georreferenciado. Durante alerta naranja, vuela pases diarios para detectar nuevas filtraciones, erosión de orillas, acumulación de escombros. Registra operaciones con Aerocivil bajo el RAC 91 y notifica a la Fuerza Aérea si operas cerca de espacio aéreo militar. Los drones no vuelan con lluvia fuerte o viento fuerte — planifica para cobertura nubosa.","",""
"first-respondants-015","first-respondants","event","generic","triage","What triage protocol do I use at the impact site?","¿Qué protocolo de triage uso en el sitio de impacto?","Use START (Simple Triage and Rapid Treatment): walking wounded = green (verde), respira+pulso+responds = yellow (amarillo), respira pero no responde or major bleeding = red (rojo), no respira tras manejo de vía aérea = black (negro). For mass casualty incidents like Mocoa 2017 with 400+ injured and 335 fatalities, set up triage area uphill and away from water within 15 minutes of arrival. Mark patients with colored tape on right wrist, document on a single triage tag (no clinical narrative at this stage). Pediatric patients use JumpSTART variant.","Usa START (Simple Triage and Rapid Treatment): ambulatorio = verde, respira+pulso+responde = amarillo, respira pero no responde o sangrado mayor = rojo, no respira tras manejo de vía aérea = negro. Para incidentes con múltiples víctimas como Mocoa 2017 con más de 400 heridos y 335 fatales, monta el área de triage en zona alta lejos del agua dentro de los primeros 15 minutos. Marca a los pacientes con cinta de color en muñeca derecha, documenta en una sola tarjeta de triage (sin narrativa clínica en esta etapa). Para pacientes pediátricos usa la variante JumpSTART.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md","local"
"first-respondants-016","first-respondants","event","putumayo","swift-water-rescue","How do I rescue someone trapped in a quebrada in Mocoa during the event?","¿Cómo rescato a alguien atrapado en una quebrada en Mocoa durante el evento?","Never enter active flow during an avenida torrencial — the flow contains rocks and tree trunks moving at lethal velocity. Use shore-based techniques: throw bag with floating rope (talk-reach-throw-row-go is the doctrine), anchor systems on solid trees or vehicles upslope, and zip-line/tirolesa for victims trapped on islands. If a victim is on a roof, wait for the peak to pass (typically 30-90 min after onset) and use rope-with-mariner-knot extraction. Vertical rescue NFPA 1006 applies when extraction requires climbing a slope. Helicopter hoist via Fuerza Aérea is last resort for inaccessible points.","Nunca entres en corriente activa durante una avenida torrencial — el flujo lleva piedras y troncos moviéndose a velocidad letal. Usa técnicas desde la orilla: bolso de cuerda con soga flotante (el protocolo es hablar-alcanzar-lanzar-remar-entrar), sistemas de anclaje en árboles sólidos o vehículos aguas arriba, y tirolesa para víctimas atrapadas en islas. Si la víctima está en un techo, espera que pase el pico (típicamente 30-90 min después del inicio) y usa extracción con cuerda y nudo mariner. Rescate vertical NFPA 1006 aplica cuando la extracción requiere subir ladera. Hoist con helicóptero de Fuerza Aérea es último recurso para puntos inaccesibles.","research/download-md/UNAL-Catastrofe-Mocoa.md|research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md","local|local"
"first-respondants-017","first-respondants","event","la-mojana","boat-rescue","How do I conduct boat-based rescue in flooded La Mojana communities?","¿Cómo realizo rescate fluvial en comunidades inundadas de La Mojana?","La Mojana flood is slow — approach in two-person boat crew (operador + rescatista). Travel at low speed because submerged barbed wire fences, livestock carcasses and debris are everywhere. Identify houses with people on roofs first; verbal contact, throw a PFD, get them in the boat one at a time, prioritize personas adultas mayores sin cuidadores (Guaranda CMGRD flagged this risk in 2025), pregnant women, NNA. Maximum boat capacity: count by weight not seats. Avoid passing under low-hanging power lines (still energized in some sectors) and over fence lines where the propeller catches.","La inundación de La Mojana es lenta — aproxímate con tripulación de dos (operador + rescatista) en lancha. Viaja a baja velocidad porque hay alambres de púas sumergidos, ganado muerto y escombros por todas partes. Identifica primero las casas con personas en techos; contacto verbal, lanza un chaleco, súbelos a la lancha uno a uno, prioriza personas adultas mayores sin cuidadores (el CMGRD de Guaranda alertó este riesgo en 2025), mujeres en embarazo, NNA. Capacidad máxima de la lancha: cuenta por peso no asientos. Evita pasar bajo líneas eléctricas bajas (aún energizadas en algunos sectores) y sobre líneas de cerca donde la hélice se atora.","research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local"
"first-respondants-018","first-respondants","event","generic","exit-criteria","What are my safety exit criteria for pulling a team out?","¿Cuáles son mis criterios de seguridad para retirar un equipo del terreno?","Pull out when: water level rises faster than 30 cm/h sustained, lightning within 5 km, structural collapse risk visible (cracks, settling), team fatigue exceeds 12 h continuous operation, communication with PMU lost for >30 min, fuel reserve drops below 30%, or armed actor presence reported. In Mocoa-style avenida torrencial, leave if you hear the ruido sordo (low rumble) characteristic of a debris flow approaching — that is your seconds-of-warning signal, climb laterally not downstream. Document exit decision on the bitácora and report to PMU.","Retira cuando: el nivel del agua sube más de 30 cm/h sostenido, hay rayos a menos de 5 km, riesgo de colapso estructural visible (fisuras, asentamientos), fatiga del equipo supera las 12 h continuas, se pierde comunicación con el PMU por más de 30 min, la reserva de combustible cae por debajo del 30%, o se reporta presencia de actor armado. En avenida torrencial estilo Mocoa, sal si escuchas el ruido sordo característico de un flujo de detritos acercándose — esa es tu señal de segundos de aviso, sube lateralmente no aguas abajo. Documenta la decisión de retiro en la bitácora y reporta al PMU.","",""
"first-respondants-019","first-respondants","event","generic","usar","When do I activate USAR-light vs heavy USAR resources?","¿Cuándo activo recursos USAR ligero vs USAR pesado?","USAR-light (Búsqueda y Rescate Urbano ligero, Cruz Roja/Defensa Civil capability) handles surface and shallow void searches in collapsed timber/light masonry structures and slope debris — the Mocoa 2017 scenario. USAR-medium/heavy is required for reinforced concrete collapses with deep voids requiring shoring, breaking and breaching — uncommon in flood scenarios but possible if an apartment block is undermined. Activate USAR-medium via UNGRD only if local USAR-light cannot extricate within 4-6 hours of confirmed entrapment. In Mocoa 2017 the Ejército engineering battalions provided heavy debris removal which is distinct from USAR.","USAR-ligero (Búsqueda y Rescate Urbano ligero, capacidad Cruz Roja/Defensa Civil) maneja búsquedas en superficie y vacíos superficiales en estructuras de madera/mampostería ligera colapsadas y escombros en ladera — el escenario Mocoa 2017. USAR-medio/pesado se requiere para colapsos de concreto reforzado con vacíos profundos que requieren apuntalamiento, ruptura y rompimiento — poco común en inundaciones pero posible si un bloque de apartamentos se socava. Activa USAR-medio vía UNGRD sólo si el USAR-ligero local no logra extricar en 4-6 horas tras entrampamiento confirmado. En Mocoa 2017 los batallones de ingenieros del Ejército hicieron remoción pesada de escombros, distinto de USAR.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md|research/download-md/Mocoa-DiagnosticoRiesgos-2023.md","local|local"
"first-respondants-020","first-respondants","event","generic","body-recovery","How do I handle bodies recovered during flood operations?","¿Cómo manejo cadáveres recuperados durante operaciones de inundación?","Follow the ICRC Manejo de Cadáveres en Situaciones de Desastre protocol with the Colombian DVI minimum: do not bury anonymously, photograph face + distinctive features + clothing + personal effects in situ, assign unique identifier number, place in body bag with the ID inside and outside, GPS-tag the recovery location, transport to a designated morgue or refrigerated container coordinated with Medicina Legal. Never let community members do uncoordinated burials — that destroyed identification chances after Mocoa 2017 where 57 people remained desaparecidos. Hand-over to Fiscalía and Medicina Legal under chain of custody.","Sigue el protocolo del CICR de Manejo de Cadáveres en Situaciones de Desastre con el mínimo DVI colombiano: no entierres en anónimo, fotografía cara + rasgos distintivos + ropa + efectos personales in situ, asigna número de identificador único, coloca en bolsa para cadáver con el ID adentro y afuera, georreferencia el sitio de recuperación, transporta a morgue designada o contenedor refrigerado coordinado con Medicina Legal. Nunca permitas que la comunidad haga entierros sin coordinación — eso destruyó las posibilidades de identificación después de Mocoa 2017 donde 57 personas quedaron desaparecidas. Entrega a Fiscalía y Medicina Legal bajo cadena de custodia.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md|research/download-md/UNAL-Catastrofe-Mocoa.md","local|local"
"first-respondants-021","first-respondants","event","putumayo","landslide","How do I respond to a landslide on the Vía Mocoa-Pasto?","¿Cómo respondo a un deslizamiento en la Vía Mocoa-Pasto?","The Vía Mocoa-Pasto closed by landslides in July 2025 along with the loss of the Río Negro bridge. Approach from both sides simultaneously with Bomberos and Defensa Civil; secure perimeter at minimum 100 m above the deposit zone (réplica risk). Use poles and probes (no heavy machinery yet) for surface search of voids; rescue dogs (K9 with proper chaleco) prioritize sweep. Coordinate with INVIAS and Ejército engineers for clearing once human search is exhausted. The 2025 event isolated Alto Putumayo from Nariño — plan for fluvial alternative routes via Río Putumayo.","La Vía Mocoa-Pasto se cerró por deslizamientos en julio 2025 junto con la pérdida del puente sobre Río Negro. Aproxímate desde ambos lados simultáneamente con Bomberos y Defensa Civil; asegura el perímetro mínimo 100 m por encima de la zona de depósito (riesgo de réplica). Usa varas y sondas (sin maquinaria pesada todavía) para búsqueda superficial de vacíos; perros de rescate (K9 con chaleco apropiado) priorizan barrido. Coordina con INVIAS e ingenieros del Ejército para despeje una vez se agote la búsqueda humana. El evento 2025 aisló Alto Putumayo de Nariño — planifica rutas alternativas fluviales vía Río Putumayo.","research/download-md/OCHA-SitRep-Inundaciones-Amazonia-Orinoquia-2025.md","local"
"first-respondants-022","first-respondants","event","generic","aerial-rescue","When do I request a helicopter rescue and how?","¿Cuándo pido un rescate aéreo en helicóptero y cómo?","Request Fuerza Aérea or Aerocivil rescue when: ground/water access is impossible, victim has injury that exceeds local clinical capacity, isolated community has run out of food/water and no boat route exists. Request goes through CMGRD to UNGRD which articulates with FAC. Provide grid coordinates (preferably MGRS or decimal degrees), LZ description (size, slope, obstacles, wind), number and condition of victims, expected hoist vs landing. Mark LZ with smoke signal or panel marker visible from 1 km. Mocoa 2017 used FAC and Ejército helicopters extensively for rural vereda evacuations.","Pide rescate de Fuerza Aérea o Aerocivil cuando: el acceso terrestre/fluvial es imposible, la víctima tiene una lesión que supera la capacidad clínica local, una comunidad aislada se quedó sin alimentos/agua y no hay ruta de lancha. La solicitud va vía CMGRD a UNGRD que articula con FAC. Provee coordenadas en grilla (preferible MGRS o grados decimales), descripción del LZ (tamaño, pendiente, obstáculos, viento), número y condición de víctimas, hoist vs aterrizaje. Marca el LZ con señal de humo o panel visible desde 1 km. Mocoa 2017 usó helicópteros de FAC y Ejército ampliamente para evacuaciones de veredas rurales.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md","local"
