"id","role","phase","region","topic","question_en","question_es","answer_en","answer_es","references","ref_types"
"qa-0011","first-respondants","event","generic","damage-assessment","When do I start filling out EDAN forms during the event?","¿Cuándo empiezo a diligenciar formatos EDAN durante el evento?","EDAN (Evaluación de Daños y Análisis de Necesidades) is the UNGRD standardized format that opens in the first 8 hours of the event, even if information is incomplete. As first responder you fill EDAN-1 (preliminary) for your assigned cuadrante: number of viviendas afectadas/destruidas, personas heridas/muertas/desaparecidas, infraestructura afectada (acueducto, escuela, salud, vía, puente), and access constraints. Submit hourly to PMU. EDAN-2 (sectorial) follows in days 2-7. Quality EDAN drives FNGRD resource allocation and AHI activation; bad data delays response.","El EDAN (Evaluación de Daños y Análisis de Necesidades) es el formato estandarizado de UNGRD que se abre en las primeras 8 horas del evento, aunque la información esté incompleta. Como primer respondiente diligencias EDAN-1 (preliminar) para tu cuadrante asignado: número de viviendas afectadas/destruidas, personas heridas/muertas/desaparecidas, infraestructura afectada (acueducto, escuela, salud, vía, puente), y restricciones de acceso. Envía cada hora al PMU. EDAN-2 (sectorial) sigue en los días 2-7. Un EDAN de calidad conduce la asignación de FNGRD y la activación de AHI; datos malos retrasan la respuesta.","research/humanitarian-aid-colombia/humanitarian-aid-context.md","local"
"qa-0012","first-respondants","event","generic","mass-casualty","How do I run a mass-casualty incident with limited transport?","¿Cómo manejo un incidente con múltiples víctimas con transporte limitado?","Designate roles immediately: incident commander, triage officer, treatment officer, transport officer, communications. Use START to sort patients into rojo/amarillo/verde/negro; reds go first, ambulances rotate. With limited transport (Mocoa 2017 had 332 injured against limited hospital capacity, plus the hospital itself was damaged), coordinate with Fuerza Aérea for air-ambulance, neighbouring Hospital de Pasto and Cali receiving cascade, set up casualty collection point near LZ. Document each patient's destination on the triage tag — the family-tracing depends on it.","Designa roles inmediatamente: comandante del incidente, oficial de triage, oficial de tratamiento, oficial de transporte, comunicaciones. Usa START para clasificar pacientes en rojo/amarillo/verde/negro; los rojos van primero, las ambulancias rotan. Con transporte limitado (Mocoa 2017 tuvo 332 heridos contra capacidad hospitalaria limitada, más el hospital mismo dañado), coordina con la Fuerza Aérea ambulancia aérea, cascada de hospitales receptores Pasto y Cali, monta un punto de recolección de víctimas cerca del LZ. Documenta el destino de cada paciente en la tarjeta de triage — el rastreo familiar depende de eso.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md","local"
"qa-0013","first-respondants","event","generic","incident-command","How do I structure a Puesto de Mando Unificado during the first 24 hours?","¿Cómo estructuro un Puesto de Mando Unificado en las primeras 24 horas?","PMU follows the SCI/ICS adaptation in Colombia: Comandante del Incidente (single — usually CMGRD/Bomberos chief), Sección de Planeación, Sección de Operaciones (with divisiones geográficas y grupos funcionales — rescue, medical, evacuation), Sección de Logística, Sección de Administración/Finanzas, plus Information Officer, Safety Officer, Liaison Officer for civil-military and humanitarian coordination. Hold a tactical meeting every 6 hours to update IAP (Incident Action Plan). Locate PMU on dry safe ground with redundant comms and visible signposting; in Mocoa 2017 it was at the Coliseo Municipal.","El PMU sigue la adaptación SCI/ICS en Colombia: Comandante del Incidente (único — usualmente jefe de CMGRD/Bomberos), Sección de Planeación, Sección de Operaciones (con divisiones geográficas y grupos funcionales — rescate, médica, evacuación), Sección de Logística, Sección de Administración/Finanzas, más Oficial de Información, Oficial de Seguridad, Oficial de Enlace para coordinación civil-militar y humanitaria. Reunión táctica cada 6 horas para actualizar el IAP (Plan de Acción del Incidente). Ubica el PMU en suelo seco y seguro con comunicaciones redundantes y señalización visible; en Mocoa 2017 fue en el Coliseo Municipal.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md","local"
"qa-0014","first-respondants","event","generic","fatigue-management","How do I manage responder fatigue during the event?","¿Cómo manejo la fatiga del personal de respuesta durante el evento?","Hard rule: 12 h on, 12 h off, with a sleep area on dry ground. After 18 h continuous in field, decision-making degrades to dangerous levels — extraction errors and personal injuries spike. Mandatory water and food intake every 4 h (rescatistas often forget); a responder who skips meals becomes a casualty. Pair always with a buddy for accountability. Watch for hyperthermia in tropical conditions and hypothermia after immersion — paradoxically both happen in the same shift. Designate a relief NCO/comandante to enforce rotations. Mocoa rescue ops were suspended overnight on day 2 due to rain and fatigue.","Regla dura: 12 h de trabajo, 12 h de descanso, con área de sueño en tierra seca. Después de 18 h continuas en terreno, la toma de decisiones se degrada a niveles peligrosos — los errores de extracción y lesiones personales se disparan. Hidratación y alimentación obligatorias cada 4 h (los socorristas suelen olvidarlas); un respondiente que omite comidas se vuelve víctima. Siempre en pareja con buddy para rendición de cuentas. Vigila hipertermia en condiciones tropicales e hipotermia tras inmersión — paradójicamente ambas ocurren en el mismo turno. Designa un suboficial/comandante de relevo para hacer cumplir rotaciones. Las operaciones de rescate en Mocoa se suspendieron de noche al día 2 por lluvia y fatiga.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md","local"
"qa-0015","first-respondants","event","generic","gbv-protection","How do I respond if I encounter potential GBV during a rescue?","¿Cómo respondo si encuentro un caso potencial de VBG durante un rescate?","If safe, secure space, listen without judgment, give the survivor control over next steps, do not press for details, refer to a female responder if survivor prefers, and connect to specialized services (Línea 155, Comisaría de Familia, Fiscalía SAVF, ICBF if NNA). Putumayo SIVIGILA logged 1,116 VBG cases in 2025 — Mocoa, Puerto Asís and Valle del Guamuez led. The CERF La Mojana project specifically integrated GBV awareness in its WASH and protection response. Never share identifiable info on radio. Document only what is needed for referral and respect confidentiality strictly.","Si es seguro, asegura un espacio, escucha sin juzgar, dale a la sobreviviente el control de los próximos pasos, no presiones por detalles, remite a una socorrista mujer si la persona lo prefiere, y conecta a servicios especializados (Línea 155, Comisaría de Familia, Fiscalía SAVF, ICBF si es NNA). El SIVIGILA de Putumayo registró 1.116 casos de VBG en 2025 — Mocoa, Puerto Asís y Valle del Guamuez lideran. El proyecto CERF La Mojana integró específicamente sensibilización en VBG en su respuesta WASH y protección. Nunca compartas información identificable por radio. Documenta sólo lo necesario para la remisión y respeta la confidencialidad estrictamente.","research/download-md/OCHA-Putumayo-Briefing-Departamental-2025.md|research/download-md/CERF-2022-La-Mojana-Rapid-Response.md","local|local"
"qa-0016","first-respondants","event","generic","communications-relay","How do I handle communications relay when the celular drops?","¿Cómo manejo el relevo de comunicaciones cuando se cae el celular?","Establish redundant comms in layers: VHF for tactical (5-15 km line of sight), HF for regional (50-500 km), satellite (BGAN/Iridium/SPOT) for strategic. Position a comms NCO at PMU with logging in cuaderno bitácora — every transmission timestamped. Use a relay chain: field team → cuadrante leader → PMU → CMGRD → CDGRD → UNGRD. Pre-write standard SITREP format (location, situation, casualties, resources, request) to keep transmissions short. The 2017 Mocoa response and 2025 Putumayo events both saw 12-24 h periods with no celular service in affected areas.","Establece comunicaciones redundantes por capas: VHF para táctico (5-15 km línea de vista), HF para regional (50-500 km), satelital (BGAN/Iridium/SPOT) para estratégico. Pon un suboficial de comunicaciones en el PMU con registro en cuaderno bitácora — cada transmisión con hora. Usa cadena de relevo: equipo en terreno → líder de cuadrante → PMU → CMGRD → CDGRD → UNGRD. Pre-escribe formato estándar de SITREP (ubicación, situación, víctimas, recursos, solicitud) para mantener transmisiones cortas. Tanto la respuesta a Mocoa 2017 como a los eventos de Putumayo 2025 vieron períodos de 12-24 h sin servicio celular en zonas afectadas.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md","local"
"qa-0017","first-respondants","event","generic","family-tracing","How do I run family tracing for missing persons during a flood?","¿Cómo manejo el rastreo familiar de personas desaparecidas durante una inundación?","Use Cruz Roja's Restablecimiento de Contactos Familiares (RCF) and the ICRC family-links website. Open a missing-person registry in the first 24 h with: name, age, sex, last known location, distinctive features, contact for the family member doing the search. Cross-reference with hospital admission lists, albergues registers, and the morgue (Medicina Legal). Mocoa 2017 had 106 missing initially declining to 57 disappeared after weeks; some were in hospitals in other cities. Coordinate with the alcaldía a public-board with photos at the PMU.","Usa Restablecimiento de Contactos Familiares (RCF) de Cruz Roja y la web de family-links del CICR. Abre un registro de personas desaparecidas en las primeras 24 h con: nombre, edad, sexo, última ubicación conocida, rasgos distintivos, contacto del familiar que busca. Cruza con listas de admisión hospitalaria, registros de albergues, y morgue (Medicina Legal). Mocoa 2017 tuvo 106 desaparecidos inicialmente que bajaron a 57 después de semanas; algunos estaban en hospitales de otras ciudades. Coordina con la alcaldía un tablero público con fotos en el PMU.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md|research/download-md/UNAL-Catastrofe-Mocoa.md","local|local"
"qa-0018","first-respondants","event","generic","aid-convoy-protection","How do I protect a humanitarian convoy from looting like Mocoa 2017?","¿Cómo protejo un convoy humanitario de saqueos como Mocoa 2017?","Mocoa 2017 saw at least 25 arrests for looting and one drug-trafficker convoy disguised as aid. Mark vehicles clearly with Cruz Roja or institution emblem, travel in convoy of 3+ vehicles, day-light hours when possible, with Policía escort coordinated through CMGRD (no military convoy in non-conflict floods to avoid militarization perception). Distribute at registered points only, never from the back of a moving vehicle. Carry manifests; refuse to be re-routed without PMU authorization. Report any suspicious aid convoy to UNGRD/CMGRD because false aid convoys destroy community trust.","Mocoa 2017 vio al menos 25 arrestos por saqueo y un convoy de narcotráfico disfrazado de ayuda. Marca vehículos claramente con emblema de Cruz Roja o institución, viaja en convoy de 3+ vehículos, en horario diurno cuando sea posible, con escolta de Policía coordinada a través del CMGRD (no convoy militar en inundaciones sin conflicto para evitar percepción de militarización). Distribuye sólo en puntos registrados, nunca desde un vehículo en movimiento. Lleva manifiestos; rehúsa ser desviado sin autorización del PMU. Reporta cualquier convoy sospechoso de ayuda a UNGRD/CMGRD porque los convoyes falsos destruyen la confianza comunitaria.","research/download-md/ACAPS-2017-Mocoa-Floods-Mudslides.md","local"
"qa-0019","first-respondants","event","generic","ifrc-dref","How do I access IFRC DREF support during the response?","¿Cómo accedo al apoyo IFRC DREF durante la respuesta?","Cruz Roja Colombiana activates DREF (Disaster Relief Emergency Fund) requests through its sala de crisis nacional in Bogotá; IFRC has activated DREF for La Mojana including operation MDRCO021. As field rescatista, your role is to feed accurate data to seccional and nacional within 72 h: people affected, sectoral gaps, CRC capacity gaps, requested allocation. DREF unlocks pre-positioned supplies and rapid-deployment teams (FACT/ERU). Speed matters — CRC volunteer briefings happen at the seccional Sucre/Bolívar/Putumayo/Córdoba level depending on event location.","Cruz Roja Colombiana activa solicitudes DREF (Disaster Relief Emergency Fund) a través de su sala de crisis nacional en Bogotá; IFRC ha activado DREF para La Mojana incluyendo la operación MDRCO021. Como rescatista de campo, tu rol es alimentar datos precisos a la seccional y nacional en 72 h: personas afectadas, brechas sectoriales, brechas de capacidad CRC, asignación solicitada. El DREF libera suministros preposicionados y equipos de despliegue rápido (FACT/ERU). La velocidad importa — los briefings de voluntarios CRC ocurren a nivel seccional Sucre/Bolívar/Putumayo/Córdoba dependiendo de la ubicación del evento.","research/water-crisis-colombia.md","local"
"qa-0020","first-respondants","event","generic","accountability","How do I ensure accountability to affected populations during my response?","¿Cómo aseguro rendición de cuentas a la población afectada durante mi respuesta?","Use IASC AAP commitments: information provision, participation, feedback, response, learning. Set up a feedback channel at every distribution point (suggestion box, WhatsApp number, dedicated team member). Inform community in their language about what they can expect, when, and how to complain. ICRC/Cruz Roja Colombiana have established complaint mechanisms — link to them. The CERF La Mojana 2022 project used the AAP/Flagship Initiative methodology with Alianza Común La Mojana to elicit community priorities directly. Don't promise what you can't deliver; commit only to what is in the IAP.","Usa los compromisos AAP de IASC: provisión de información, participación, retroalimentación, respuesta, aprendizaje. Monta canal de retroalimentación en cada punto de distribución (buzón de sugerencias, número de WhatsApp, miembro del equipo dedicado). Informa a la comunidad en su idioma sobre qué pueden esperar, cuándo y cómo quejarse. El CICR y Cruz Roja Colombiana tienen mecanismos de queja establecidos — vincúlate. El proyecto CERF La Mojana 2022 usó la metodología AAP/Iniciativa Insignia con la Alianza Común La Mojana para obtener prioridades comunitarias directamente. No prometas lo que no puedas entregar; comprométete sólo con lo que está en el IAP.","research/download-md/CERF-2022-La-Mojana-Rapid-Response.md|research/water-crisis-colombia.md","local|local"
"qa-0021","first-respondants","event","la-mojana","boat-rescue","How do I conduct boat-based rescue in flooded La Mojana communities?","¿Cómo realizo rescate fluvial en comunidades inundadas de La Mojana?","La Mojana flood is slow — approach in two-person boat crew (operador + rescatista). Travel at low speed because submerged barbed wire fences, livestock carcasses and debris are everywhere. Identify houses with people on roofs first; verbal contact, throw a PFD, get them in the boat one at a time, prioritize personas adultas mayores sin cuidadores (Guaranda CMGRD flagged this risk in 2025), pregnant women, NNA. Maximum boat capacity: count by weight not seats. Avoid passing under low-hanging power lines (still energized in some sectors) and over fence lines where the propeller catches.","La inundación de La Mojana es lenta — aproxímate con tripulación de dos (operador + rescatista) en lancha. Viaja a baja velocidad porque hay alambres de púas sumergidos, ganado muerto y escombros por todas partes. Identifica primero las casas con personas en techos; contacto verbal, lanza un chaleco, súbelos a la lancha uno a uno, prioriza personas adultas mayores sin cuidadores (el CMGRD de Guaranda alertó este riesgo en 2025), mujeres en embarazo, NNA. Capacidad máxima de la lancha: cuenta por peso no asientos. Evita pasar bajo líneas eléctricas bajas (aún energizadas en algunos sectores) y sobre líneas de cerca donde la hélice se atora.","research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local"
"qa-0022","first-respondants","event","la-mojana","isolated-communities","How do I reach isolated communities like Santa Elena in Majagual?","¿Cómo llego a comunidades aisladas como Santa Elena en Majagual?","Santa Elena (Majagual) had ~200 people confined without mobility access in 2025. Water level was insufficient for fluvial transport but blocked terrestrial — the worst scenario. Solution per OCHA recommendations: clear strategic channels of vegetación acuática and taponamientos, use canoa or chalupa adapted to shallow draft, set up puntos de transbordo logístico, fortalecer coordinación between communities, authorities, and humanitarian actors. CMGRD Majagual coordinates with CCorpomojana for channel clearance. Plan multi-actor convoy with Cruz Roja+Defensa Civil+Armada for security and load capacity.","Santa Elena (Majagual) tuvo ~200 personas confinadas sin movilidad en 2025. El nivel del agua era insuficiente para transporte fluvial pero bloqueaba terrestre — el peor escenario. La solución según recomendaciones OCHA: limpieza estratégica de canales de vegetación acuática y taponamientos, uso de canoa o chalupa adaptada a calado bajo, establecer puntos de transbordo logístico, fortalecer coordinación entre comunidades, autoridades y actores humanitarios. CMGRD Majagual coordina con CCorpomojana el despeje de canales. Planifica convoy multi-actor con Cruz Roja+Defensa Civil+Armada para seguridad y capacidad de carga.","research/download-md/OCHA-La-Mojana-Factsheet-No1-19062025.md","local"
